R_val;S_val;RR_l_0/RR_l_1;signal_mean;signal_std;seq_size;label
1.103922144224449;-0.5594217518047349;1.0150375939849623;-0.1266939042000538;0.2756188439045874;195.0;0.0
1.4912714970065746;-0.5736741374050816;1.0;-0.1983365327135474;0.2342425607621906;246.0;0.0
1.521624695876827;-0.4184554973137738;1.3270440251572326;-0.2036278606503642;0.3059605324955824;281.0;0.0
1.2649283744509996;-0.4558499964425276;0.9785714285714284;-0.2024533856587381;0.2623725260023384;193.0;0.0
1.1753290551309026;-0.535057672796983;1.051094890510949;-0.2658351306681851;0.2564514954638344;193.0;0.0
1.0746474400761734;-0.360126768464455;0.9818181818181818;-0.304840609644187;0.1832717887845193;218.0;0.0
1.6810382764994194;-0.4092882138202418;1.0282485875706215;-0.1536619525022093;0.2451810963913137;240.0;0.0
1.30702454578905;-0.5833797920178349;0.9846153846153848;-0.0362671347916942;0.2861130546028805;191.0;0.0
1.9282796372565556;-0.1020045483147551;1.0555555555555556;-0.007472035827681;0.2703152655971527;246.0;0.0
1.170705411798241;-0.5456941274574194;0.9662162162162162;-0.2629846317156413;0.2537939964020284;206.0;0.0
1.728073246289414;-0.5327115797673039;0.9887005649717514;-0.2657372132117597;0.2555060567529123;258.0;0.0
2.6471969221071583;-0.349310184957975;0.9473684210526316;0.4940210903044206;0.5165618579275962;156.0;0.0
1.2215425435549117;-0.326177708146824;1.01840490797546;-0.2577297480163358;0.1855573128484736;224.0;0.0
2.021909117046242;-0.934312776971625;1.018181818181818;-0.0483523340883772;0.4758997560069962;151.0;0.0
1.4374533921205084;-0.3728701437429553;1.083969465648855;-0.2284630563434417;0.2499004567947838;190.0;0.0
1.1767748393014463;-0.5504940346784775;1.042857142857143;-0.2553425111415332;0.2835832674771847;164.0;0.0
1.2116934739181149;-0.7558795382991974;0.9655172413793104;-0.2115472043462308;0.2836868160372748;193.0;0.0
1.7026401552981618;-1.3934629183664284;0.9910714285714286;-0.5651550244031648;0.4689443954242849;156.0;0.0
1.9202704787836573;-0.5034726936851447;1.0517241379310345;-0.2209735287082763;0.2993048276587999;236.0;0.0
1.6276512244281296;-0.4189157205759025;0.9528795811518324;-0.1325379855108886;0.2302219235043233;258.0;0.0
1.12684719292254;-0.5243063238994349;0.9602649006622516;-0.2741073059520703;0.2384948709599041;202.0;0.0
0.916187117759025;-0.4112726957841786;0.981132075471698;-0.2954457607187105;0.1439056761867152;231.0;0.0
1.5322875433336298;-0.7683878669721222;1.0170454545454546;-0.4560634323314331;0.263468125959268;247.0;0.0
1.808152033083627;-0.4613416530607874;0.9578313253012049;-0.1939141941464753;0.2672392613308368;245.0;0.0
1.6094440520464053;-0.480822476609389;0.9378238341968912;-0.1760988427012366;0.2488958231455917;244.0;0.0
1.8098380867843675;-0.421486473367465;1.0333333333333334;-0.2754318429699791;0.2866608089772533;230.0;0.0
1.8105777131338832;-0.4371074370990521;0.9942857142857144;-0.184132563913398;0.2684889612605551;248.0;0.0
0.8391790923166691;-0.4325189497196242;1.0121212121212122;-0.3279547621213555;0.1506904006620189;222.0;0.0
1.389447583795946;-0.3804804435263039;0.9932432432432432;-0.1151782392471394;0.2483895074673871;202.0;0.0
2.1525691309769965;-0.9676454810613336;1.128440366972477;-0.389900932026319;0.5726049535898456;226.0;0.0
1.0443005700244343;-0.4500973646521293;1.026143790849673;-0.3304527666168768;0.1720391735978637;214.0;0.0
1.8052651383399403;-0.4890405812651865;1.0;-0.1506405676857889;0.2546743040868351;260.0;0.0
1.6355784868497942;-0.5037377335737367;0.9456521739130436;-0.3135608157381953;0.2701666662730027;255.0;0.0
1.3881265977633086;-0.4443327882214771;1.048780487804878;-0.2057669019766581;0.2350769165580723;182.0;0.0
2.0140290778167738;-1.0996561303852883;2.22;-0.1438373200805218;0.4959558156705236;154.0;0.0
1.023909727278174;-0.3210108180386121;1.0301204819277108;-0.2831952101742246;0.1582539475687023;226.0;0.0
2.1806015437665254;-0.8029292683669176;0.982608695652174;-0.1552811683099019;0.468869700978395;156.0;0.0
1.660174715278882;-0.5095616172050295;0.9883040935672516;-0.1317252173572259;0.2440621780396069;259.0;0.0
0.9682217836959092;-0.4668441572032124;1.0;-0.3245142903277753;0.1678738172193352;187.0;0.0
1.1625645338482289;-0.3353189408238718;1.0060975609756098;-0.2243562990673998;0.1688176468303864;230.0;0.0
1.1089039278274628;-0.3568938641477797;1.0061728395061729;-0.2210173220134477;0.1667670206784656;207.0;0.0
1.827468083316641;-0.520514931801314;1.0481927710843373;-0.233016302592169;0.2772831464808661;215.0;0.0
1.193832848816989;-0.5097951280003302;1.0408163265306123;-0.2350415701308788;0.2544318871402187;205.0;0.0
0.9163597508242932;-0.4189634742386524;0.98159509202454;-0.280035083516768;0.1599035107375302;201.0;0.0
1.2056831161457997;-0.2513896219963885;1.0125786163522013;-0.2152360361975432;0.1961968817229994;213.0;0.0
2.1300185761170085;-0.3975372587938945;0.9681528662420382;-0.125824239391955;0.4173383987955877;261.0;0.0
1.1825386086200151;-0.5517270701951524;1.4947368421052631;-0.2639668756042537;0.2591302563644403;206.0;0.0
1.80769342154102;-0.5083102093641019;1.043956043956044;-0.3112016690332035;0.2718576020470086;241.0;0.0
1.642882180159263;-0.6482237322483904;0.4598214285714285;-0.440222765191772;0.3622374731752271;219.0;0.0
2.1288209496787345;-1.1076377599850895;0.986425339366516;-0.3316440979825155;0.5591322801462074;142.0;0.0
1.0964764959933198;-0.58;1.0;-0.3071057874484703;0.2519301506332274;213.0;0.0
1.8737832506960463;-0.4278230986037805;1.0377358490566038;-0.1507306243671788;0.2716913170615222;233.0;0.0
1.1478675860313334;-0.7033494572420389;1.0069444444444444;-0.2970816272333505;0.2685912138380057;196.0;0.0
2.076382464367929;-0.4753275056815259;1.8;-0.2611684618622668;0.4200875239091571;218.0;0.0
2.168747953291222;-0.914856986443186;1.02803738317757;-0.0778579096411581;0.469588273713711;153.0;0.0
1.2067651359277167;-0.4218824959638155;0.9863013698630136;-0.1831350580569425;0.2346044589703545;200.0;0.0
1.5509160195895515;-0.4958672683766525;1.0441988950276244;-0.207533451949247;0.2416908227611504;245.0;0.0
1.916768491428696;-0.3765698005900334;0.9508196721311476;-0.1470268981280642;0.2660477500462023;255.0;0.0
1.5331340295310336;-0.5695303614166909;0.9941520467836256;-0.2182744103787931;0.2287508384307974;261.0;0.0
1.3179816378098348;-0.4097920677211205;1.014388489208633;-0.1472419434907871;0.2607192105899836;197.0;0.0
1.3355936845070695;-0.6258171100071248;1.022222222222222;-0.3040778978329361;0.2422058378703177;235.0;0.0
1.2777123779742;-0.4967972704254356;1.013793103448276;-0.2222905064342367;0.2680966905806597;202.0;0.0
1.1507498732032648;-0.5070389597770006;0.9859154929577464;-0.257767151292361;0.2661000659841778;163.0;0.0
1.0916540215517954;-0.3748070422361149;1.024390243902439;-0.3188241896594677;0.1714339524787731;220.0;0.0
1.7274950767165966;-0.5671498333395801;0.9485714285714286;-0.2754254682833653;0.2785433124523452;246.0;0.0
1.3321807795038594;-0.4141195715110908;0.98;-0.1549908595185622;0.2596221845889991;208.0;0.0
2.0519707015568707;-0.3361740035696465;1.0542168674698795;-0.1288584861457629;0.3921862340107061;230.0;0.0
0.9694894359342126;-0.3592576939661928;0.968944099378882;-0.3113045226478929;0.1420744920078825;250.0;0.0
1.7772192790584596;-0.4913329797985152;0.9593023255813954;-0.2303623561187899;0.2804015250678223;241.0;0.0
1.18493982264691;-0.4388731328582321;1.013157894736842;-0.3207549682711784;0.2187685357282362;219.0;0.0
